EntrezID	GeneName	GeneSymbol
84940	coronin 6	CORO6
84944	maelstrom spermatogenic transposon silencer	MAEL
84947	serine active site containing 1	SERAC1
84948	tigger transposable element derived 5	TIGD5
8495	PTPRF interacting protein, binding protein 2 (liprin beta 2)	PPFIBP2
84954	MPN domain containing	MPND
84958	synaptotagmin-like 1	SYTL1
84962	ajuba LIM protein	AJUBA
84969	TOX high mobility group box family member 2	TOX2
84975	major facilitator superfamily domain containing 5	MFSD5
84976	dispatched homolog 1 (Drosophila)	DISP1
84978	FERM domain containing 5	FRMD5
84986	Rho GTPase activating protein 19	ARHGAP19
84992	phosphatidylinositol glycan anchor biosynthesis, class Y	PIGY
8500	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1	PPFIA1
85004	RAS-like, estrogen-regulated, growth inhibitor	RERG
8501	solute carrier family 43, member 1	SLC43A1
85012	transcription elongation factor A (SII)-like 3	TCEAL3
85013	transmembrane protein 128	TMEM128
85015	ubiquitin specific peptidase 45	USP45
8502	plakophilin 4	PKP4
85021	RALBP1 associated Eps domain containing 1	REPS1
8504	peroxisomal biogenesis factor 3	PEX3
8505	poly (ADP-ribose) glycohydrolase	PARG
8507	ectodermal-neural cortex 1 (with BTB domain)	ENC1
8508	nipsnap homolog 1 (C. elegans)	NIPSNAP1
8509	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 2	NDST2
8510	matrix metallopeptidase 23B	MMP23B
8513	lipase, gastric	LIPF
8514	potassium voltage-gated channel, shaker-related subfamily, beta member 2	KCNAB2
8516	integrin, alpha 8	ITGA8
8517	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma	IKBKG
8518	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein	IKBKAP
8519	interferon induced transmembrane protein 1	IFITM1
8520	histone acetyltransferase 1	HAT1
8521	glial cells missing homolog 1 (Drosophila)	GCM1
85235	histone cluster 1, H2ah	HIST1H2AH
8526	diacylglycerol kinase, epsilon 64kDa	DGKE
8527	diacylglycerol kinase, delta 130kDa	DGKD
8529	cytochrome P450, family 4, subfamily F, polypeptide 2	CYP4F2
8530	cystatin F (leukocystatin)	CST7
85300	ataxia, cerebellar, Cayman type	ATCAY
85302	Fas (TNFRSF6) binding factor 1	FBF1
8531	cold shock domain protein A	CSDA
85313	peptidylprolyl isomerase (cyclophilin)-like 4	PPIL4
85315	progestin and adipoQ receptor family member VIII	PAQR8
8532	carboxypeptidase Z	CPZ
85329	lectin, galactoside-binding, soluble, 12	LGALS12
8533	COP9 constitutive photomorphogenic homolog subunit 3 (Arabidopsis)	COPS3
8534	carbohydrate (keratan sulfate Gal-6) sulfotransferase 1	CHST1
8535	chromobox homolog 4	CBX4
85358	SH3 and multiple ankyrin repeat domains 3	SHANK3
8536	calcium/calmodulin-dependent protein kinase I	CAMK1
85363	tripartite motif containing 5	TRIM5
85365	ALG2, alpha-1,3/1,6-mannosyltransferase	ALG2
85366	myosin light chain kinase 2	MYLK2
85369	striatin interacting protein 1	STRIP1
8538	BARX homeobox 2	BARX2
8540	alkylglycerone phosphate synthase	AGPS
85403	ELL associated factor 1	EAF1
85406	DnaJ (Hsp40) homolog, subfamily C, member 14	DNAJC14
85407	naked cuticle homolog 1 (Drosophila)	NKD1
85413	solute carrier family 22 (organic cation/carnitine transporter), member 16	SLC22A16
85415	rhophilin, Rho GTPase binding protein 2	RHPN2
85417	cyclin B3	CCNB3
8542	apolipoprotein L, 1	APOL1
85437	zinc finger CCHC-type and RNA binding motif 1	ZCRB1
85439	stonin 2	STON2
8544	pirin (iron-binding nuclear protein)	PIR
85440	dedicator of cytokinesis 7	DOCK7
85441	helicase with zinc finger 2, transcriptional coactivator	HELZ2
85442	kinase non-catalytic C-lobe domain (KIND) containing 1	KNDC1
85445	contactin associated protein-like 4	CNTNAP4
85446	zinc finger homeobox 2	ZFHX2
8545	CGG triplet repeat binding protein 1	CGGBP1
85453	TSPY-like 5	TSPYL5
85456	tankyrase 1 binding protein 1, 182kDa	TNKS1BP1
85458	DIX domain containing 1	DIXDC1
85460	zinc finger protein 518B	ZNF518B
8547	ficolin (collagen/fibrinogen domain containing) 3 (Hakata antigen)	FCN3
85477	scinderin	SCIN
85479	DnaJ (Hsp40) homolog, subfamily C, member 5 beta	DNAJC5B
8548	basic leucine zipper nuclear factor 1	BLZF1
8549	leucine-rich repeat containing G protein-coupled receptor 5	LGR5
85508	scratch homolog 2, zinc finger protein (Drosophila)	SCRT2
8553	basic helix-loop-helix family, member e40	BHLHE40
8556	cell division cycle 14A	CDC14A
8557	titin-cap	TCAP
8558	cyclin-dependent kinase 10	CDK10
856	CATR tumorigenicity conversion 1	CATR1
8560	delta(4)-desaturase, sphingolipid 1	DEGS1
8562	density-regulated protein	DENR
8563	THO complex 5	THOC5
8564	kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)	KMO
8565	tyrosyl-tRNA synthetase	YARS
8566	pyridoxal (pyridoxine, vitamin B6) kinase	PDXK
8568	ribosomal RNA processing 1 homolog (S. cerevisiae)	RRP1
8569	MAP kinase interacting serine/threonine kinase 1	MKNK1
857	caveolin 1, caveolae protein, 22kDa	CAV1
8570	KH-type splicing regulatory protein	KHSRP
8573	calcium/calmodulin-dependent serine protein kinase (MAGUK family)	CASK
8575	protein kinase, interferon-inducible double stranded RNA dependent activator	PRKRA
8576	serine/threonine kinase 16	STK16
8578	scavenger receptor class F, member 1	SCARF1
858	caveolin 2	CAV2
8581	lymphocyte antigen 6 complex, locus D	LY6D
859	caveolin 3	CAV3
86	actin-like 6A	ACTL6A
860	runt-related transcription factor 2	RUNX2
8600	tumor necrosis factor (ligand) superfamily, member 11	TNFSF11
8601	regulator of G-protein signaling 20	RGS20
8604	solute carrier family 25 (aspartate/glutamate carrier), member 12	SLC25A12
8605	phospholipase A2, group IVC (cytosolic, calcium-independent)	PLA2G4C
8607	RuvB-like 1 (E. coli)	RUVBL1
8608	retinol dehydrogenase 16 (all-trans)	RDH16
8609	Kruppel-like factor 7 (ubiquitous)	KLF7
861	runt-related transcription factor 1	RUNX1
8612	phosphatidic acid phosphatase type 2C	PPAP2C
8613	phosphatidic acid phosphatase type 2B	PPAP2B
8614	stanniocalcin 2	STC2
8615	USO1 vesicle transport factor	USO1
8618	Ca++-dependent secretion activator	CADPS
862	runt-related transcription factor 1; translocated to, 1 (cyclin D-related)	RUNX1T1
8622	phosphodiesterase 8B	PDE8B
8623	acetylserotonin O-methyltransferase-like	ASMTL
8624	proteasome (prosome, macropain) assembly chaperone 1	PSMG1
8626	tumor protein p63	TP63
863	core-binding factor, runt domain, alpha subunit 2; translocated to, 3	CBFA2T3
8630	hydroxysteroid (17-beta) dehydrogenase 6	HSD17B6
8631	src kinase associated phosphoprotein 1	SKAP1
8632	dynein, axonemal, heavy chain 17	DNAH17
8633	unc-5 homolog C (C. elegans)	UNC5C
8634	RNA 3'-terminal phosphate cyclase	RTCA
8635	ribonuclease T2	RNASET2
8636	Sjogren syndrome nuclear autoantigen 1	SSNA1
8637	eukaryotic translation initiation factor 4E binding protein 3	EIF4EBP3
8638	2'-5'-oligoadenylate synthetase-like	OASL
8639	amine oxidase, copper containing 3 (vascular adhesion protein 1)	AOC3
864	runt-related transcription factor 3	RUNX3
8641	protocadherin gamma subfamily B, 4	PCDHGB4
8643	patched 2	PTCH2
8644	aldo-keto reductase family 1, member C3	AKR1C3
8645	potassium channel, subfamily K, member 5	KCNK5
8646	chordin	CHRD
8648	nuclear receptor coactivator 1	NCOA1
8649	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3	LAMTOR3
865	core-binding factor, beta subunit	CBFB
8650	numb homolog (Drosophila)	NUMB
8655	dynein, light chain, LC8-type 1	DYNLL1
8659	aldehyde dehydrogenase 4 family, member A1	ALDH4A1
866	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 6	SERPINA6
8660	insulin receptor substrate 2	IRS2
8661	eukaryotic translation initiation factor 3, subunit A	EIF3A
8662	eukaryotic translation initiation factor 3, subunit B	EIF3B
8663	eukaryotic translation initiation factor 3, subunit C	EIF3C
8664	eukaryotic translation initiation factor 3, subunit D	EIF3D
8665	eukaryotic translation initiation factor 3, subunit F	EIF3F
8666	eukaryotic translation initiation factor 3, subunit G	EIF3G
8668	eukaryotic translation initiation factor 3, subunit I	EIF3I
8669	eukaryotic translation initiation factor 3, subunit J	EIF3J
867	Cbl proto-oncogene, E3 ubiquitin protein ligase	CBL
8671	solute carrier family 4, sodium bicarbonate cotransporter, member 4	SLC4A4
8675	syntaxin 16	STX16
8676	syntaxin 11	STX11
8682	phosphoprotein enriched in astrocytes 15	PEA15
8683	serine/arginine-rich splicing factor 9	SRSF9
8685	macrophage receptor with collagenous structure	MARCO
8689	keratin 36	KRT36
869	cerebellin 1 precursor	CBLN1
8690	jerky homolog-like (mouse)	JRKL
8694	diacylglycerol O-acyltransferase 1	DGAT1
87	actinin, alpha 1	ACTN1
8701	dynein, axonemal, heavy chain 11	DNAH11
8702	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 4	B4GALT4
8703	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 3	B4GALT3
8704	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2	B4GALT2
8705	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4	B3GALT4
8707	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2	B3GALT2
8708	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1	B3GALT1
871	serpin peptidase inhibitor, clade H (heat shock protein 47), member 1, (collagen binding protein 1)	SERPINH1
8710	serpin peptidase inhibitor, clade B (ovalbumin), member 7	SERPINB7
8711	tyrosine kinase, non-receptor, 1	TNK1
8714	ATP-binding cassette, sub-family C (CFTR/MRP), member 3	ABCC3
87178	polyribonucleotide nucleotidyltransferase 1	PNPT1
8718	tumor necrosis factor receptor superfamily, member 25	TNFRSF25
8722	cathepsin F	CTSF
8724	sorting nexin 3	SNX3
8725	URI1, prefoldin-like chaperone	URI1
8726	embryonic ectoderm development	EED
8727	catenin (cadherin-associated protein), alpha-like 1	CTNNAL1
8728	ADAM metallopeptidase domain 19	ADAM19
873	carbonyl reductase 1	CBR1
8731	RNA (guanine-7-) methyltransferase	RNMT
8732	RNA guanylyltransferase and 5'-phosphatase	RNGTT
8733	glycosylphosphatidylinositol anchor attachment 1	GPAA1
8735	myosin, heavy chain 13, skeletal muscle	MYH13
8736	myomesin 1	MYOM1
8737	receptor (TNFRSF)-interacting serine-threonine kinase 1	RIPK1
874	carbonyl reductase 3	CBR3
8740	tumor necrosis factor (ligand) superfamily, member 14	TNFSF14
8741	tumor necrosis factor (ligand) superfamily, member 13	TNFSF13
8742	tumor necrosis factor (ligand) superfamily, member 12	TNFSF12
8743	tumor necrosis factor (ligand) superfamily, member 10	TNFSF10
8744	tumor necrosis factor (ligand) superfamily, member 9	TNFSF9
8748	ADAM metallopeptidase domain 20	ADAM20
8749	ADAM metallopeptidase domain 18	ADAM18
875	cystathionine-beta-synthase	CBS
8751	ADAM metallopeptidase domain 15	ADAM15
8761	poly(A) binding protein, cytoplasmic 4 (inducible form)	PABPC4
8766	RAB11A, member RAS oncogene family	RAB11A
8767	receptor-interacting serine-threonine kinase 2	RIPK2
8771	tumor necrosis factor receptor superfamily, member 6b, decoy	TNFRSF6B
8772	Fas (TNFRSF6)-associated via death domain	FADD
8773	synaptosomal-associated protein, 23kDa	SNAP23
8776	myotubularin related protein 1	MTMR1
8777	multiple PDZ domain protein	MPDZ
8781	phosphoserine phosphatase pseudogene 1	PSPHP1
8785	matrilin 4	MATN4
8786	regulator of G-protein signaling 11	RGS11
8787	regulator of G-protein signaling 9	RGS9
8788	delta-like 1 homolog (Drosophila)	DLK1
8789	fructose-1,6-bisphosphatase 2	FBP2
8790	fucose-1-phosphate guanylyltransferase	FPGT
8792	tumor necrosis factor receptor superfamily, member 11a, NFKB activator	TNFRSF11A
8794	tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain	TNFRSF10C
8796	sciellin	SCEL
8797	tumor necrosis factor receptor superfamily, member 10a	TNFRSF10A
8799	peroxisomal biogenesis factor 11 beta	PEX11B
88	actinin, alpha 2	ACTN2
8801	succinate-CoA ligase, GDP-forming, beta subunit	SUCLG2
8803	succinate-CoA ligase, ADP-forming, beta subunit	SUCLA2
8805	tripartite motif containing 24	TRIM24
8812	cyclin K	CCNK
8813	dolichyl-phosphate mannosyltransferase polypeptide 1, catalytic subunit	DPM1
8818	dolichyl-phosphate mannosyltransferase polypeptide 2, regulatory subunit	DPM2
8819	Sin3A-associated protein, 30kDa	SAP30
8821	inositol polyphosphate-4-phosphatase, type II, 105kDa	INPP4B
8824	carboxylesterase 2	CES2
8825	lin-7 homolog A (C. elegans)	LIN7A
8826	IQ motif containing GTPase activating protein 1	IQGAP1
8828	neuropilin 2	NRP2
8831	synaptic Ras GTPase activating protein 1	SYNGAP1
8832	CD84 molecule	CD84
8833	guanine monphosphate synthetase	GMPS
8835	suppressor of cytokine signaling 2	SOCS2
8836	gamma-glutamyl hydrolase (conjugase, folylpolygammaglutamyl hydrolase)	GGH
8837	CASP8 and FADD-like apoptosis regulator	CFLAR
8839	WNT1 inducible signaling pathway protein 2	WISP2
8840	WNT1 inducible signaling pathway protein 1	WISP1
8841	histone deacetylase 3	HDAC3
8842	prominin 1	PROM1
8843	hydroxycarboxylic acid receptor 3	HCAR3
885	cholecystokinin	CCK
8850	K(lysine) acetyltransferase 2B	KAT2B
8851	cyclin-dependent kinase 5, regulatory subunit 1 (p35)	CDK5R1
8853	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2	ASAP2
8854	aldehyde dehydrogenase 1 family, member A2	ALDH1A2
8856	nuclear receptor subfamily 1, group I, member 2	NR1I2
8859	serine/threonine kinase 19	STK19
886	cholecystokinin A receptor	CCKAR
8861	LIM domain binding 1	LDB1
8867	synaptojanin 1	SYNJ1
887	cholecystokinin B receptor	CCKBR
8870	immediate early response 3	IER3
8871	synaptojanin 2	SYNJ2
8874	Rho guanine nucleotide exchange factor (GEF) 7	ARHGEF7
88745	ribosomal RNA processing 36 homolog (S. cerevisiae)	RRP36
8875	vanin 2	VNN2
8877	sphingosine kinase 1	SPHK1
8881	cell division cycle 16	CDC16
8882	zinc finger protein 259	ZNF259
8883	NEDD8 activating enzyme E1 subunit 1	NAE1
8884	solute carrier family 5 (sodium-dependent vitamin transporter), member 6	SLC5A6
8888	minichromosome maintenance complex component 3 associated protein	MCM3AP
889	KRIT1, ankyrin repeat containing	KRIT1
8890	eukaryotic translation initiation factor 2B, subunit 4 delta, 67kDa	EIF2B4
8891	eukaryotic translation initiation factor 2B, subunit 3 gamma, 58kDa	EIF2B3
8892	eukaryotic translation initiation factor 2B, subunit 2 beta, 39kDa	EIF2B2
8893	eukaryotic translation initiation factor 2B, subunit 5 epsilon, 82kDa	EIF2B5
8894	eukaryotic translation initiation factor 2, subunit 2 beta, 38kDa	EIF2S2
8896	BUD31 homolog (S. cerevisiae)	BUD31
8897	myotubularin related protein 3	MTMR3
8898	myotubularin related protein 2	MTMR2
8899	PRP4 pre-mRNA processing factor 4 homolog B (yeast)	PRPF4B
890	cyclin A2	CCNA2
8905	adaptor-related protein complex 1, sigma 2 subunit	AP1S2
8907	adaptor-related protein complex 1, mu 1 subunit	AP1M1
8908	glycogenin 2	GYG2
891	cyclin B1	CCNB1
8910	sarcoglycan, epsilon	SGCE
8914	timeless circadian clock	TIMELESS
8915	B-cell CLL/lymphoma 10	BCL10
8916	HECT and RLD domain containing E3 ubiquitin protein ligase 3	HERC3
892	cyclin C	CCNC
8924	HECT and RLD domain containing E3 ubiquitin protein ligase 2	HERC2
8925	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1	HERC1
8926	SNRPN upstream reading frame	SNURF
8927	bassoon presynaptic cytomatrix protein	BSN
8928	forkhead box H1	FOXH1
8932	methyl-CpG binding domain protein 2	MBD2
8935	src kinase associated phosphoprotein 2	SKAP2
8936	WAS protein family, member 1	WASF1
8938	BAI1-associated protein 3	BAIAP3
8939	far upstream element (FUSE) binding protein 3	FUBP3
894	cyclin D2	CCND2
8940	topoisomerase (DNA) III beta	TOP3B
8941	cyclin-dependent kinase 5, regulatory subunit 2 (p39)	CDK5R2
8943	adaptor-related protein complex 3, delta 1 subunit	AP3D1
896	cyclin D3	CCND3
8969	histone cluster 1, H2ag	HIST1H2AG
8970	histone cluster 1, H2bj	HIST1H2BJ
8971	H1 histone family, member X	H1FX
8972	maltase-glucoamylase (alpha-glucosidase)	MGAM
8974	prolyl 4-hydroxylase, alpha polypeptide II	P4HA2
8976	Wiskott-Aldrich syndrome-like	WASL
89777	serpin peptidase inhibitor, clade B (ovalbumin), member 12	SERPINB12
89778	serpin peptidase inhibitor, clade B (ovalbumin), member 11 (gene/pseudogene)	SERPINB11
89780	wingless-type MMTV integration site family, member 3A	WNT3A
89782	leishmanolysin-like (metallopeptidase M8 family)	LMLN
89792	galactose-3-O-sulfotransferase 3	GAL3ST3
89796	neuron navigator 1	NAV1
898	cyclin E1	CCNE1
89801	protein phosphatase 1, regulatory subunit 3F	PPP1R3F
89822	potassium channel, subfamily K, member 17	KCNK17
89839	Rho GTPase activating protein 11B	ARHGAP11B
89845	ATP-binding cassette, sub-family C (CFTR/MRP), member 10	ABCC10
89846	FYVE, RhoGEF and PH domain containing 3	FGD3
89849	autophagy related 16-like 2 (S. cerevisiae)	ATG16L2
8985	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3	PLOD3
89853	multivesicular body subunit 12B	MVB12B
89866	SEC16 homolog B (S. cerevisiae)	SEC16B
89869	phospholipase C, zeta 1	PLCZ1
8987	starch binding domain 1	STBD1
89870	tripartite motif containing 15	TRIM15
89874	solute carrier family 25 (mitochondrial oxoadipate carrier), member 21	SLC25A21
8988	heat shock 27kDa protein 3	HSPB3
89884	LIM homeobox 4	LHX4
89887	zinc finger protein 628	ZNF628
8989	transient receptor potential cation channel, subfamily A, member 1	TRPA1
89894	transmembrane protein 116	TMEM116
899	cyclin F	CCNF
8991	selenium binding protein 1	SELENBP1
89910	ubiquitin protein ligase E3B	UBE3B
8992	ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e1	ATP6V0E1
8993	peptidoglycan recognition protein 1	PGLYRP1
8994	LIM domains containing 1	LIMD1
89941	ras homolog family member T2	RHOT2
8995	tumor necrosis factor (ligand) superfamily, member 18	TNFSF18
